Transaction_ID,Account_ID,Amount,Category,Risk_Score
TXN-025633,65604,65.63,Procurement,Low
TXN-025634,47039,415.24,Travel,Low
TXN-025635,79859,1198.08,Travel,Low
TXN-025636,58745,192.91,Payroll,Medium
TXN-025637,15461,2098.19,Payroll,High
TXN-025638,50831,153.39,Payroll,Medium
TXN-025639,61137,329.58,Payroll,Low
TXN-025640,44030,220.06,Travel,Low
TXN-025641,15731,194.17,Payroll,Low
TXN-025642,31500,247.3,Travel,Low
TXN-025643,85439,26.47,Procurement,Medium
TXN-025644,43117,389.65,Travel,Low
TXN-025645,41174,686.25,Payroll,Low
TXN-025646,43208,1006.79,Travel,Low
TXN-025647,94728,206.04,Travel,Low
TXN-025648,89435,409.7,IT Services,Medium
TXN-025649,94482,1126.51,Payroll,Low
TXN-025650,78688,814.4,Operations,Low
TXN-025651,35960,321.88,Operations,Low
TXN-025652,20247,100.07,Travel,Low
TXN-025653,36038,418.57,IT Services,Low
TXN-025654,37770,2297.62,Travel,Low
TXN-025655,82485,718.38,Payroll,Low
TXN-025656,74654,952.01,Procurement,Low
TXN-025657,77741,114.6,Travel,Low
TXN-025658,67773,1181.14,Operations,Medium
TXN-025659,93391,17.11,Travel,Low
TXN-025660,62633,1001.02,Payroll,High
TXN-025661,29564,146.64,Payroll,High
TXN-025662,88669,497.37,Operations,Low
TXN-025663,28114,183.4,Operations,Low
TXN-025664,42803,82.68,IT Services,Low
TXN-025665,69341,151.91,IT Services,Medium
TXN-025666,33545,330.21,Procurement,Low
TXN-025667,72759,1270.75,Operations,Medium
TXN-025668,86488,256.33,IT Services,Low
TXN-025669,78071,38.75,Operations,Low
TXN-025670,63866,22.03,Travel,Low
TXN-025671,80499,127.78,IT Services,Low
TXN-025672,88243,36.72,Operations,Medium
TXN-025673,73153,241.91,Operations,Low
TXN-025674,22860,252.46,Travel,Medium
TXN-025675,89783,1800.3,Operations,High
TXN-025676,92946,192.81,IT Services,Low
TXN-025677,27670,466.81,IT Services,Low
TXN-025678,94766,864.14,Procurement,Low
TXN-025679,51280,369.77,Procurement,Low
TXN-025680,99694,606.3,IT Services,Low
TXN-025681,71439,1842.36,Procurement,Low
TXN-025682,89423,205.89,Procurement,High
TXN-025683,45061,48.55,Travel,Low
TXN-025684,60764,291.34,Payroll,Medium
TXN-025685,33810,398.95,Procurement,High
TXN-025686,55588,443.73,Payroll,Low
TXN-025687,25933,680.78,Procurement,Low
TXN-025688,40034,1151.81,Payroll,Low
TXN-025689,11947,356.74,Operations,Low
TXN-025690,29715,87.4,Payroll,Low
TXN-025691,40956,268.26,Payroll,High
TXN-025692,97180,94.43,Operations,Low
TXN-025693,90846,110.63,Operations,High
TXN-025694,97986,10.85,Procurement,Low
TXN-025695,26303,1337.58,Procurement,Low
TXN-025696,34031,693.76,Payroll,Medium
TXN-025697,97389,62.83,IT Services,Low
TXN-025698,27977,1273.53,Payroll,Medium
TXN-025699,52707,1031.49,IT Services,High
TXN-025700,24465,1213.36,Operations,Low
TXN-025701,85761,61.19,Payroll,Low
TXN-025702,26640,51.63,Procurement,Low
TXN-025703,41535,45.07,Travel,Medium
TXN-025704,49280,1714.45,Procurement,Low
TXN-025705,12991,550.1,Travel,Low
TXN-025706,27801,108.0,IT Services,Low
TXN-025707,99680,1333.66,Procurement,High
TXN-025708,17965,302.74,Payroll,Low
TXN-025709,23730,779.6,Travel,Medium
TXN-025710,39553,515.56,Operations,Low
TXN-025711,18301,534.42,Payroll,Low
TXN-025712,28936,299.67,Procurement,Low
TXN-025713,24155,261.22,Operations,Low
TXN-025714,96653,98.32,Operations,Low
TXN-025715,58848,46.71,Operations,Low
TXN-025716,12042,1325.49,Operations,Low
TXN-025717,28565,1389.33,Payroll,Low
TXN-025718,57602,522.63,IT Services,Low
TXN-025719,47260,255.56,Operations,High
TXN-025720,46326,22.71,IT Services,Low
TXN-025721,52581,306.79,IT Services,Low
TXN-025722,13658,547.9,Procurement,Low
TXN-025723,91855,188.54,Payroll,High
TXN-025724,94614,219.61,Operations,Low
TXN-025725,47548,329.64,Travel,Low
TXN-025726,29668,351.52,Procurement,Low
TXN-025727,50285,689.08,Payroll,Medium
TXN-025728,32546,356.33,Payroll,Medium
TXN-025729,47874,943.05,IT Services,Medium
TXN-025730,61318,339.64,Procurement,Medium
TXN-025731,47165,26.22,Payroll,Low
TXN-025732,72970,86.23,Procurement,High
TXN-025733,66820,643.21,Payroll,Low
TXN-025734,55411,310.61,IT Services,Low
TXN-025735,90358,319.22,Operations,Medium
TXN-025736,95312,1918.51,Operations,Low
TXN-025737,85998,433.69,Payroll,Low
TXN-025738,46479,72.17,Payroll,Low
TXN-025739,49906,294.36,Procurement,Medium
TXN-025740,83198,422.0,IT Services,Low
TXN-025741,82940,29.09,Procurement,Low
TXN-025742,52605,236.76,Procurement,Medium
TXN-025743,19542,1728.18,Travel,Medium
TXN-025744,91440,705.76,Travel,Low
TXN-025745,37774,242.73,Operations,Low
TXN-025746,18556,161.98,IT Services,Medium
TXN-025747,56123,176.45,IT Services,Low
TXN-025748,88342,891.34,Operations,Low
TXN-025749,52586,266.77,IT Services,Low
TXN-025750,24864,936.31,Travel,Low
TXN-025751,68989,1207.04,Travel,Low
TXN-025752,66093,322.0,Travel,Medium
TXN-025753,43749,1462.69,Procurement,Low
TXN-025754,69739,188.3,Payroll,Low
TXN-025755,52996,160.57,Operations,Low
TXN-025756,27305,66.75,Procurement,Low
TXN-025757,87474,151.05,IT Services,Low
TXN-025758,26318,750.64,Payroll,Low
TXN-025759,62810,268.58,IT Services,Low
TXN-025760,95915,90.18,Operations,Medium
TXN-025761,47820,66.6,Payroll,Low
TXN-025762,71800,346.91,Travel,High
TXN-025763,80942,397.56,Travel,Low
TXN-025764,30661,801.29,Payroll,Low
TXN-025765,93394,637.3,Travel,Low
TXN-025766,40816,101.43,Travel,Low
TXN-025767,22850,172.1,Travel,High
TXN-025768,88137,601.7,Operations,Low
TXN-025769,75057,109.57,Payroll,Medium
TXN-025770,49866,822.85,Payroll,Low
TXN-025771,36644,545.53,Procurement,High
TXN-025772,62919,394.3,IT Services,Low
TXN-025773,37428,526.77,IT Services,Low
TXN-025774,68491,62.52,Procurement,Low
TXN-025775,43380,407.06,IT Services,Low
TXN-025776,82822,310.1,Travel,Low
TXN-025777,85604,369.71,Payroll,Low
TXN-025778,85341,215.99,Procurement,Low
TXN-025779,13017,325.72,Operations,Low
TXN-025780,96708,1083.86,Travel,Low
TXN-025781,19926,221.45,Operations,Low
TXN-025782,54508,32.99,Travel,Low
TXN-025783,33486,158.18,Procurement,Low
TXN-025784,39511,312.9,Payroll,Low
TXN-025785,20002,391.24,Operations,Low
TXN-025786,58586,288.56,Payroll,Low
TXN-025787,78737,886.11,Travel,Low
TXN-025788,74668,1243.57,Payroll,Low
TXN-025789,37048,343.55,Payroll,Low
TXN-025790,50324,49.46,Payroll,Medium
TXN-025791,76877,283.22,Payroll,Medium
TXN-025792,89517,109.98,Payroll,Low
TXN-025793,84232,176.69,IT Services,Medium
TXN-025794,24525,904.58,Payroll,Low
TXN-025795,62634,393.17,Operations,Low
TXN-025796,71491,891.85,IT Services,Low
TXN-025797,15565,2131.18,Operations,Medium
TXN-025798,90483,403.98,Travel,Medium
TXN-025799,82053,1226.7,Operations,Low
TXN-025800,24287,585.16,IT Services,High
TXN-025801,87365,63.69,Travel,Low
TXN-025802,12422,280.56,Travel,High
TXN-025803,39060,547.85,Payroll,Low
TXN-025804,51633,620.83,Operations,Medium
TXN-025805,81521,995.44,Payroll,Medium
TXN-025806,23790,517.08,Payroll,High
TXN-025807,35168,57.21,Payroll,Low
TXN-025808,34019,86.83,Payroll,Medium
TXN-025809,53739,208.99,IT Services,Low
TXN-025810,13668,184.1,Operations,Low
TXN-025811,86280,135.26,IT Services,Low
TXN-025812,38754,490.25,IT Services,Low
TXN-025813,65614,290.81,Travel,Low
TXN-025814,95058,587.57,Payroll,Low
TXN-025815,14509,254.67,Operations,Low
TXN-025816,12500,170.16,Operations,Low
TXN-025817,85440,409.78,Operations,High
TXN-025818,36921,60.88,Operations,Low
TXN-025819,64551,2249.64,Payroll,Low
TXN-025820,26683,543.02,Travel,High
TXN-025821,87952,75.15,IT Services,Low
TXN-025822,24833,496.97,Travel,Medium
TXN-025823,28290,48.67,Travel,Low
TXN-025824,24003,362.84,Payroll,Low
TXN-025825,81656,181.85,Travel,Medium
TXN-025826,51253,613.26,Procurement,Low
TXN-025827,89787,343.81,Operations,Medium
TXN-025828,61025,780.6,Procurement,Low
TXN-025829,98022,140.53,Payroll,Medium
TXN-025830,81708,543.82,Operations,Low
TXN-025831,32706,592.12,Travel,Medium
TXN-025832,94008,334.58,Travel,Low
TXN-025833,97231,987.04,Operations,Medium
TXN-025834,52732,89.29,Payroll,Low
TXN-025835,86591,720.26,Procurement,Low
TXN-025836,42716,80.77,Payroll,Low
TXN-025837,16880,95.34,Travel,Low
TXN-025838,38949,122.5,Payroll,Low
TXN-025839,95346,550.99,Payroll,Low
TXN-025840,76064,519.46,Travel,Low
TXN-025841,53093,305.19,Operations,Low
TXN-025842,93844,198.78,Operations,Medium
TXN-025843,32844,484.37,Procurement,Medium
TXN-025844,32360,87.85,Payroll,Low
TXN-025845,97941,505.32,IT Services,Low
TXN-025846,92782,16.01,Operations,Low
TXN-025847,53322,88.02,IT Services,Low
TXN-025848,30704,625.37,Payroll,Low
TXN-025849,62646,1045.62,Payroll,Low
TXN-025850,58181,49.31,Operations,Low
TXN-025851,40589,519.12,Travel,Low
TXN-025852,97972,41.95,Travel,Low
TXN-025853,93562,1065.86,Operations,Low
TXN-025854,91229,258.51,Procurement,Low
TXN-025855,19212,685.8,Travel,Low
TXN-025856,23850,104.83,Procurement,Medium
TXN-025857,49767,997.9,Payroll,Low
TXN-025858,17322,290.33,IT Services,Low
TXN-025859,45911,127.14,Operations,Low
TXN-025860,56580,434.84,IT Services,Low
TXN-025861,60622,179.95,Payroll,Medium
TXN-025862,15678,179.17,Payroll,Medium
TXN-025863,75265,70.83,Travel,Medium
TXN-025864,76918,130.33,Travel,Low
TXN-025865,31780,809.41,Procurement,Low
TXN-025866,37506,380.73,Procurement,Medium
TXN-025867,52296,229.21,Procurement,Low
TXN-025868,49882,1335.17,Procurement,Low
TXN-025869,70510,808.23,Travel,Low
TXN-025870,52202,195.73,Procurement,High
TXN-025871,11705,68.68,Procurement,High
TXN-025872,81533,111.88,Operations,Medium
TXN-025873,97983,572.22,Payroll,Medium
TXN-025874,50730,423.99,Travel,Low
TXN-025875,90071,1985.84,Travel,Low
TXN-025876,41051,16.79,Operations,Low
TXN-025877,87665,1056.95,Operations,Low
TXN-025878,60467,17.19,Operations,Low
TXN-025879,40785,286.48,Payroll,Medium
TXN-025880,39402,1251.99,Travel,Low
TXN-025881,12704,547.08,Operations,Low
TXN-025882,37027,447.69,Procurement,Low
TXN-025883,69092,198.07,Procurement,Low
TXN-025884,15725,1702.58,Operations,High
TXN-025885,74105,102.1,Operations,Low
TXN-025886,35223,167.28,Travel,High
TXN-025887,37384,311.61,Travel,Medium
TXN-025888,72993,77.51,Operations,Low
TXN-025889,40027,285.43,IT Services,Low
TXN-025890,22767,30.07,Payroll,Low
TXN-025891,97017,1299.29,Payroll,Low
TXN-025892,28354,204.41,Payroll,Low
TXN-025893,58777,512.29,Payroll,Medium
TXN-025894,94682,1032.14,Payroll,High
TXN-025895,31901,862.77,Operations,Low
TXN-025896,59966,1043.32,Operations,Low
TXN-025897,78637,647.03,IT Services,Low
TXN-025898,26515,117.68,Procurement,Low
TXN-025899,34806,238.29,Payroll,Low
TXN-025900,13573,368.75,IT Services,Low
TXN-025901,51941,215.45,Payroll,Low
TXN-025902,53915,1563.15,Operations,Low
TXN-025903,63780,832.11,Operations,Medium
TXN-025904,15060,812.1,Payroll,Low
TXN-025905,59094,234.01,Payroll,Low
TXN-025906,66899,712.92,IT Services,Low
TXN-025907,65421,486.03,Operations,Low
TXN-025908,55610,245.17,Payroll,Medium
TXN-025909,20933,194.29,IT Services,Low
TXN-025910,82168,787.56,Procurement,High
TXN-025911,53898,464.16,IT Services,Medium
TXN-025912,98509,28.85,IT Services,Medium
TXN-025913,15589,20.97,Payroll,Low
TXN-025914,21612,932.49,Procurement,Low
TXN-025915,57611,57.06,Travel,Low
TXN-025916,28888,376.32,Procurement,Low
TXN-025917,29417,479.09,Travel,Low
TXN-025918,71323,1248.24,IT Services,Low
TXN-025919,87551,371.32,Procurement,Medium
TXN-025920,55440,117.85,Operations,High
TXN-025921,45744,161.01,Travel,Low
TXN-025922,93391,35.04,Procurement,Low
TXN-025923,21891,135.55,Payroll,Medium
TXN-025924,82131,854.08,Travel,Medium
TXN-025925,72093,717.1,Travel,High
TXN-025926,60294,52.75,Travel,Low
TXN-025927,38557,336.58,Payroll,Low
TXN-025928,97472,189.64,Operations,Low
TXN-025929,71166,534.84,Operations,High
TXN-025930,93817,1636.48,IT Services,Low
TXN-025931,12192,508.06,IT Services,Low
TXN-025932,55032,694.62,Procurement,Low
TXN-025933,59851,263.86,Procurement,Low
TXN-025934,52861,26.62,Procurement,Low
TXN-025935,44946,280.73,Payroll,Low
TXN-025936,59884,367.49,Operations,High
TXN-025937,56360,349.31,Payroll,Low
TXN-025938,73252,142.99,Payroll,Low
TXN-025939,51472,332.17,Travel,Low
TXN-025940,45455,642.91,IT Services,Medium
TXN-025941,38672,196.6,IT Services,Low
TXN-025942,13756,512.56,Operations,Low
TXN-025943,98454,93.17,Operations,Low
TXN-025944,80030,172.9,Travel,Low
TXN-025945,68151,1086.77,Travel,Low
TXN-025946,44047,502.58,Payroll,Low
TXN-025947,82074,54.87,Travel,Low
TXN-025948,72391,163.7,IT Services,High
TXN-025949,12221,2564.78,Procurement,Low
TXN-025950,15164,167.43,Procurement,Low
TXN-025951,43622,444.36,Payroll,Medium
TXN-025952,45980,409.64,Payroll,Medium
TXN-025953,61738,267.39,IT Services,Medium
TXN-025954,94688,27.18,Payroll,Low
TXN-025955,89921,177.27,IT Services,Low
TXN-025956,33612,1542.53,Operations,Low
TXN-025957,88066,19.69,Procurement,Low
TXN-025958,78876,638.83,IT Services,Low
TXN-025959,70572,1126.29,Travel,Medium
TXN-025960,98660,728.56,IT Services,Low
TXN-025961,43043,205.23,Procurement,High
TXN-025962,87831,377.47,Procurement,Low
TXN-025963,95783,1020.77,Travel,Low
TXN-025964,76250,1863.68,IT Services,Low
TXN-025965,48822,61.03,Procurement,Low
TXN-025966,69424,76.39,IT Services,Low
TXN-025967,76345,1569.64,Payroll,Low
TXN-025968,62878,1040.31,IT Services,Low
TXN-025969,74963,128.54,Procurement,Low
TXN-025970,95898,1765.02,Travel,Low
TXN-025971,10036,127.23,Payroll,Medium
TXN-025972,42402,56.34,Travel,Low
TXN-025973,20273,582.67,Travel,High
TXN-025974,35030,398.04,Operations,Low
TXN-025975,62460,147.0,Travel,Low
TXN-025976,86939,1327.48,IT Services,Low
TXN-025977,90573,268.96,Procurement,Low
TXN-025978,29039,267.84,Procurement,Low
TXN-025979,24017,509.6,IT Services,Low
TXN-025980,92901,141.2,Travel,Medium
TXN-025981,49215,451.97,Operations,Low
TXN-025982,22583,236.27,Operations,Low
TXN-025983,42919,603.74,IT Services,Low
TXN-025984,57025,152.32,IT Services,Low
TXN-025985,54254,112.57,Procurement,Low
TXN-025986,56275,153.72,IT Services,Low
TXN-025987,67943,1383.93,Payroll,Medium
TXN-025988,19514,956.0,Travel,Low
TXN-025989,48416,892.75,Payroll,Medium
TXN-025990,11511,768.65,IT Services,Low
TXN-025991,28642,516.61,Travel,Medium
TXN-025992,92151,61.79,IT Services,Low
TXN-025993,61894,206.26,Operations,Low
TXN-025994,34225,422.62,Procurement,Low
TXN-025995,30846,65.88,IT Services,Low
TXN-025996,39152,25.29,Payroll,Low
TXN-025997,76107,59.04,Procurement,Low
TXN-025998,60354,67.18,Operations,Low
TXN-025999,36188,68.01,Operations,Medium
TXN-026000,70910,115.47,Operations,Low
TXN-026001,52530,355.67,IT Services,Medium
TXN-026002,88753,178.05,Operations,Low
TXN-026003,51999,993.53,Procurement,Medium
TXN-026004,16609,1054.3,IT Services,Low
TXN-026005,68769,1274.43,IT Services,Low
TXN-026006,57397,328.53,Travel,Low
TXN-026007,59322,753.7,Procurement,Medium
TXN-026008,15151,457.0,IT Services,Low
TXN-026009,16406,87.96,Procurement,Low
TXN-026010,72678,514.89,IT Services,High
TXN-026011,57062,917.07,Operations,Medium
TXN-026012,90429,223.81,Travel,High
TXN-026013,42956,696.54,Payroll,Low
TXN-026014,63830,754.76,Travel,Low
TXN-026015,82681,525.83,Travel,Low
TXN-026016,23133,1083.96,Procurement,Low
TXN-026017,22209,88.22,Procurement,High
TXN-026018,84681,937.08,Payroll,Low
TXN-026019,64345,481.74,Procurement,Low
TXN-026020,52585,977.8,Operations,Low
TXN-026021,44638,390.37,Procurement,Low
TXN-026022,30645,208.72,Payroll,Medium
TXN-026023,28408,1147.45,IT Services,Low
TXN-026024,22521,1059.43,Procurement,Low
TXN-026025,97414,165.77,Travel,Low
TXN-026026,48221,691.5,Travel,Low
TXN-026027,31086,57.87,Procurement,Low
TXN-026028,26923,54.95,Operations,Low
TXN-026029,91761,368.11,Travel,Low
TXN-026030,17202,28.21,Operations,High
TXN-026031,47206,294.36,Payroll,Low
TXN-026032,29885,792.11,Procurement,Low
TXN-026033,21218,1111.25,IT Services,Low
TXN-026034,55692,157.04,Travel,Low
TXN-026035,62689,50.05,IT Services,Low
TXN-026036,16716,508.01,Travel,Low
TXN-026037,26088,163.83,Operations,Low
TXN-026038,41001,21.86,Travel,Low
TXN-026039,32584,80.32,Payroll,Low
TXN-026040,14286,1403.19,Operations,Low
TXN-026041,14739,1050.03,IT Services,Low
TXN-026042,40158,894.85,Operations,Low
TXN-026043,15605,217.36,Travel,Low
TXN-026044,66492,636.8,Payroll,Medium
TXN-026045,13321,1583.45,Payroll,Medium
TXN-026046,54541,429.18,Payroll,Low
TXN-026047,61701,212.55,IT Services,Low
TXN-026048,22170,813.05,Operations,Low
TXN-026049,66045,291.36,Procurement,High
TXN-026050,18933,440.6,IT Services,Low
TXN-026051,98228,399.58,Operations,Low
TXN-026052,19906,132.58,Payroll,Low
TXN-026053,33814,10.33,Travel,Low
TXN-026054,10818,3387.97,Travel,Medium
TXN-026055,18434,279.64,Travel,Low
TXN-026056,66153,176.91,Travel,Low
TXN-026057,40571,735.96,Procurement,Low
TXN-026058,50694,458.89,Operations,Low
TXN-026059,55485,1072.05,Operations,Low
TXN-026060,22069,769.57,IT Services,Low
TXN-026061,67198,175.48,Travel,High
TXN-026062,48662,458.54,IT Services,Low
TXN-026063,98970,359.28,Travel,High
TXN-026064,62169,1561.48,Procurement,Low
TXN-026065,82928,146.94,Procurement,Low
TXN-026066,26102,176.92,Payroll,Low
TXN-026067,43457,1275.55,Travel,Low
TXN-026068,97798,316.07,Travel,Low
TXN-026069,62290,315.56,Operations,Low
TXN-026070,21932,1023.27,Procurement,Low
TXN-026071,21766,185.52,Operations,High
TXN-026072,98247,606.84,IT Services,High
TXN-026073,23292,649.21,Operations,Low
TXN-026074,96223,302.06,Travel,Medium
TXN-026075,57631,213.2,Operations,Medium
TXN-026076,82944,696.5,Payroll,Low
TXN-026077,86230,157.81,Operations,High
TXN-026078,44533,865.49,Payroll,Low
TXN-026079,90773,279.28,Travel,High
TXN-026080,15778,19.27,IT Services,High
TXN-026081,45059,431.14,Procurement,High
TXN-026082,14866,118.1,Payroll,Low
TXN-026083,83965,324.21,Procurement,Low
TXN-026084,70661,836.0,IT Services,Low
TXN-026085,53352,115.37,Operations,Medium
TXN-026086,98373,126.67,IT Services,Low
TXN-026087,60736,331.08,IT Services,Low
TXN-026088,44075,333.61,Travel,Medium
TXN-026089,91951,312.27,Payroll,Low
TXN-026090,34104,602.89,IT Services,High
TXN-026091,75827,166.74,Payroll,Low
TXN-026092,79222,160.91,Payroll,Low
TXN-026093,11642,21.31,IT Services,Medium
TXN-026094,72845,250.42,Procurement,Low
TXN-026095,99686,118.94,IT Services,Low
TXN-026096,18769,457.75,Travel,Low
TXN-026097,79445,109.94,Operations,Low
TXN-026098,60375,1134.67,Operations,Low
TXN-026099,42078,955.29,Travel,Medium
TXN-026100,22268,734.45,IT Services,Low
TXN-026101,20844,836.5,IT Services,Medium
TXN-026102,84174,1614.26,IT Services,Low
TXN-026103,70763,202.69,Procurement,Low
TXN-026104,21233,1962.5,Operations,Low
TXN-026105,40496,1116.02,Procurement,Medium
TXN-026106,27806,234.62,Payroll,Low
TXN-026107,50326,1007.82,Payroll,Low
TXN-026108,88807,1147.99,Travel,High
TXN-026109,49513,28.38,Procurement,High
TXN-026110,61761,1053.59,IT Services,Low
TXN-026111,29465,293.91,IT Services,Low
TXN-026112,49502,843.91,Procurement,Medium
TXN-026113,89396,68.92,IT Services,Low
TXN-026114,18250,104.48,IT Services,Low
TXN-026115,70503,1936.31,Procurement,Low
TXN-026116,31310,279.08,Payroll,Medium
TXN-026117,42206,810.87,Procurement,Low
TXN-026118,19764,703.64,Operations,High
TXN-026119,65596,781.0,Operations,Low
TXN-026120,22842,733.28,Operations,Low
TXN-026121,99579,1236.47,Travel,Low
TXN-026122,12976,458.96,Travel,Low
TXN-026123,17426,287.09,Payroll,High
TXN-026124,32887,1306.67,Procurement,Medium
TXN-026125,36710,230.77,Payroll,Medium
TXN-026126,51387,508.07,Operations,Low
TXN-026127,57470,976.26,Operations,High
TXN-026128,16486,1248.57,Travel,Low
TXN-026129,49258,1502.2,Operations,Low
TXN-026130,32623,549.31,Travel,Low
TXN-026131,33806,646.84,Payroll,Low
TXN-026132,15973,354.1,Procurement,Low
TXN-026133,56215,177.66,Procurement,Low
TXN-026134,55939,18.16,Procurement,Low
TXN-026135,39157,135.54,Procurement,Medium
TXN-026136,15521,1965.0,IT Services,Medium
TXN-026137,22891,830.93,Payroll,Low
TXN-026138,92331,336.04,Travel,Low
TXN-026139,32474,220.49,Payroll,Medium
TXN-026140,36507,43.25,Payroll,Low
TXN-026141,20687,15.09,IT Services,Low
TXN-026142,21009,713.37,IT Services,High
TXN-026143,98762,2129.34,Procurement,Low
TXN-026144,98484,156.4,Procurement,High
TXN-026145,54291,170.47,Operations,Low
TXN-026146,58296,1374.19,Operations,Medium
TXN-026147,50225,470.73,IT Services,Low
TXN-026148,97638,105.47,Procurement,Low
TXN-026149,44828,33.38,Travel,Low
TXN-026150,46102,424.57,IT Services,Low
TXN-026151,66342,311.25,Operations,Low
TXN-026152,43712,292.9,Payroll,Low
TXN-026153,36823,1751.17,Travel,Medium
TXN-026154,15361,162.5,Travel,Medium
TXN-026155,90174,344.71,IT Services,High
TXN-026156,48052,129.98,Operations,Low
TXN-026157,33265,204.15,Travel,High
TXN-026158,52012,735.99,Payroll,Medium
TXN-026159,20916,119.89,Procurement,Low
TXN-026160,85045,574.25,IT Services,Low
TXN-026161,55532,79.43,Operations,Medium
TXN-026162,57659,115.71,Operations,Low
TXN-026163,99860,21.68,Travel,Low
TXN-026164,24003,507.75,IT Services,Low
TXN-026165,52634,2328.87,Procurement,Medium
TXN-026166,84992,544.25,Procurement,Low
TXN-026167,21369,1294.07,Operations,Low
TXN-026168,29329,383.7,Operations,Low
TXN-026169,88754,580.16,Procurement,Low
TXN-026170,96700,1308.7,Payroll,High
TXN-026171,22410,55.08,Operations,Low
TXN-026172,39730,464.95,IT Services,Low
TXN-026173,12665,438.46,Travel,Medium
TXN-026174,49899,26.86,Operations,Low
TXN-026175,47703,94.92,Payroll,Low
TXN-026176,75951,411.87,Travel,Low
TXN-026177,34172,354.25,Payroll,Low
TXN-026178,12684,220.67,Payroll,Low
TXN-026179,83030,608.2,Travel,Low
TXN-026180,29750,233.32,Operations,Low
TXN-026181,29887,742.38,Procurement,Medium
TXN-026182,30826,838.36,Travel,Low
TXN-026183,16180,527.22,Travel,Low
TXN-026184,56779,173.54,Procurement,Low
TXN-026185,78095,821.41,Travel,Low
TXN-026186,72288,155.03,IT Services,Medium
TXN-026187,50905,190.49,Operations,High
TXN-026188,79507,479.28,Procurement,Low
TXN-026189,66068,594.05,Operations,High
TXN-026190,28113,242.04,Procurement,Low
TXN-026191,52861,457.49,Travel,Low
TXN-026192,88487,152.5,Travel,Medium
TXN-026193,35617,801.92,Operations,Medium
TXN-026194,12583,2432.23,Payroll,Medium
TXN-026195,36250,609.27,IT Services,Medium
TXN-026196,13055,202.36,Operations,Low
TXN-026197,82337,224.44,Travel,Low
TXN-026198,44426,25.5,Operations,Low
TXN-026199,70532,530.58,Operations,High
TXN-026200,99376,468.17,Travel,Low
TXN-026201,19933,1556.0,Payroll,Medium
TXN-026202,41979,267.19,Procurement,Low
TXN-026203,55047,1360.97,Payroll,Low
TXN-026204,14137,724.07,Travel,Medium
TXN-026205,21423,179.84,Operations,Low
TXN-026206,99851,18.28,IT Services,Low
TXN-026207,44482,658.52,Procurement,Low
TXN-026208,54156,352.93,Operations,Low
TXN-026209,62483,1643.19,Payroll,Low
TXN-026210,44754,21.18,Procurement,Medium
TXN-026211,46312,378.97,IT Services,Low
TXN-026212,33363,787.53,Payroll,Low
TXN-026213,27085,789.78,Procurement,Low
TXN-026214,66889,567.46,Operations,Low
TXN-026215,89951,260.75,IT Services,Medium
TXN-026216,66414,44.81,Operations,Low
TXN-026217,57052,189.6,Travel,Low
TXN-026218,96934,536.56,IT Services,Low
TXN-026219,42691,747.15,Procurement,Low
TXN-026220,82195,860.17,Travel,Medium
TXN-026221,96180,753.79,Travel,Low
TXN-026222,64697,205.63,Operations,High
TXN-026223,13044,602.23,Procurement,Medium
TXN-026224,13883,1748.16,Payroll,Low
TXN-026225,41712,83.38,Travel,Medium
TXN-026226,94860,667.19,IT Services,Low
TXN-026227,31545,273.8,IT Services,Medium
TXN-026228,28204,137.44,Payroll,Low
TXN-026229,33268,202.86,Travel,Medium
TXN-026230,91298,101.04,Payroll,Low
TXN-026231,94383,854.63,IT Services,Medium
TXN-026232,46139,255.07,IT Services,Low
TXN-026233,85652,1397.25,Procurement,High
TXN-026234,38436,1706.41,Travel,Low
TXN-026235,78324,1696.92,Operations,Low
TXN-026236,14125,94.63,IT Services,High
TXN-026237,79142,222.62,Operations,Low
TXN-026238,51534,195.81,Procurement,Medium
TXN-026239,96842,1289.89,Travel,Low
TXN-026240,52973,55.22,Payroll,Medium
TXN-026241,86369,454.11,Travel,Low
TXN-026242,97533,342.16,IT Services,Low
TXN-026243,43521,1880.5,Operations,Low
TXN-026244,17488,1662.48,Operations,Medium
TXN-026245,49974,285.82,Payroll,Medium
TXN-026246,52448,301.14,Operations,Low
TXN-026247,17938,252.69,Travel,Low
TXN-026248,61113,788.36,Travel,Low
TXN-026249,25770,62.78,Travel,Low
TXN-026250,62635,71.73,Travel,Low
TXN-026251,82171,619.87,Payroll,Low
TXN-026252,84165,18.41,Operations,Low
TXN-026253,67822,565.89,Payroll,Low
TXN-026254,59934,78.88,Operations,Low
TXN-026255,75526,781.32,IT Services,Medium
TXN-026256,31487,682.84,Travel,Medium
TXN-026257,63319,110.61,Payroll,Low
TXN-026258,22869,717.21,Travel,Medium
TXN-026259,84755,790.87,Operations,High
TXN-026260,50797,1308.9,Operations,Low
TXN-026261,66298,654.48,Travel,Low
TXN-026262,92209,1020.97,IT Services,Medium
TXN-026263,92299,517.34,Payroll,Medium
TXN-026264,54933,501.1,IT Services,Low
TXN-026265,86579,572.49,Operations,Low
TXN-026266,19570,270.73,IT Services,Low
TXN-026267,16886,139.76,Payroll,Low
TXN-026268,77494,276.63,Procurement,Medium
TXN-026269,53087,459.95,Procurement,Low
TXN-026270,77719,595.6,Procurement,Medium
TXN-026271,13774,315.05,Travel,Low
TXN-026272,39018,210.32,Operations,Low
